reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,sortOrder,appId
f8087bd9-9dbf-473c-b599-a6acdaa25347,Come Raczy,https://play-lh.googleusercontent.com/a/ACg8ocKWv_u_GUVSpeRH-hgvDcvO0jkkj-u3aZguN6z4mz8lyTjWow=mo,"Frustratingly obnoxious! The app keeps starting playing music when I don't want any music. For instance, it will start playing if I take off my headphones and put them next to the phone (draining all the battery and annoying people sitting nearby). There was also the autopsy with Android Auto. It seems to be updates that they forced on the users, and I couldn't find a way to prevent it. It is so frustrating and annoying that I am deleting the app and switching to something else.",1,407,3.5.4,,,most_relevant,org.videolan.vlc
43313fc5-9360-4ceb-88b8-28e37f67dd63,Ken Rogers,https://play-lh.googleusercontent.com/a/ACg8ocKTio_gXZwdanNMFuNrXuWu7Po-OXig4lwpxZ0XXJBilXG00Q=mo,"VLC ""takes the cake” for one of the most irritating apps out there. Its really to bad because its technical features are outstanding. The real issue is once you've played a media file it continusly repeats. Turn your phone off and on, change to car mode and back and just randomly it keeps repeating it over and over. Even force closing the app doesn't keep it silent for long. Its hard to imagine the logic behind this behavior but it runis an otherwise good app. A real PITA!",1,34,3.5.4,,,most_relevant,org.videolan.vlc
fb1bdfce-0bde-4dd2-8acc-1587602ab0e4,Michael Grubaugh,https://play-lh.googleusercontent.com/a/ACg8ocJmPXe5AB6KXBV2sSAdC_wc1qpAVyhXWeFsWUetOXdg1zllaQ=mo,"I have always been disappointed by the lack of functionality and the hostile user interface. It barely even works since the upgrade. Putting together a playlist is a tedious, painful process. It's an intentionally broken product that became the de facto standard only so you'd pay money to use anything else. I've reluctantly used it for years because it came with the phone. I already feel better without it. My file manager (X-plorer) has a better music player built-in. Developers need be ashamed",1,422,,,,most_relevant,org.videolan.vlc
327b6b1e-106b-4c5e-a81b-bf526706d04b,Amanda Sterling,https://play-lh.googleusercontent.com/a-/ALV-UjWkyfdNj3EUf6UHP4elf4UMj2bEANUL3jsrNSDnqe1fW0H7sk0,"I love VLC on PC and I've used it for several years on the android. When I got my new s23, I had to reinstall it because it wasn't detecting videos and all of my folders. After reinstalling it, the audio is off on all of my videos. It starts out fine, but then after a minute, the audio gets a second behind the video. This doesn't happen with the same files on PC or with other video players. If I fast forward or rewind the video, but audio will resync for another minute. Super frustrating!",1,1445,,,,most_relevant,org.videolan.vlc
9483f969-0836-4c77-8b20-c0248c950508,Joseph Ellis,https://play-lh.googleusercontent.com/a-/ALV-UjUCsfX7TLtR0ry9kfIFOj9GkrSp1TE5JEa3_e2QhoBbYQEutf1_tg,"Very clunky user interface. When playing shuffle mode from a Playlist, if you stop and come back, it starts shuffle over. Sometimes I briefly see a ""continue playing"" song x,y,z but the message disappears too quickly to click. Also sometimes alters the pitch of a song being played slightly, making it sound out of tune (always slows it down). Very annoying. Also often ""stutters"" the beginnings of songs. Now I've just noticed all my playlists have duplicated all the songs (2 of every song)!",1,205,3.5.4,,,most_relevant,org.videolan.vlc
40dbe2ef-3798-48c4-882f-f5889acbfa00,Leeroy Reborn,https://play-lh.googleusercontent.com/a-/ALV-UjWbgXminSk2wDd3F_aOLV9ku4B2w5JdsS6sbE5AhT-M54dp_Gw,"Just stops for no reason. Now more then ever. Had for years, this is bad now. Always doing it this year. Always failing to cast among my TV. Works then fails after screen times out. Then restart and it fails again 10 min later. Keep tapping screen? Still fails. Worse. Starts over when open phone again. One day good, next horrible. Just stops for no reason.",1,100,,,,most_relevant,org.videolan.vlc
9175fac7-1abe-4cb5-94af-4c8fe71b51bf,Ian Taber,https://play-lh.googleusercontent.com/a/ACg8ocKIzrli_5t3toQtOoMEMpO9Q34xYNMflgT8vilaSSmoTfDmPw=mo,"""The VLC app closed because it has a bug, clear cache?"" It wont open any folder on any device all of a sudden. Phone, tablets all just stuck on loading. Its like a virus with VLC. One stops funtioning and the same fail spreads across devices. What a shlock. This directory is empty. Again. Across all 3 devices all, one after the other. I despise you all so much for the non stop aggravation. ZERO STARS again.",1,168,3.5.4,,,most_relevant,org.videolan.vlc
2e496c3c-d8e9-4529-823f-c46e4219a33f,SirClownsALot,https://play-lh.googleusercontent.com/a-/ALV-UjWrVb1e_e8Vzu69DRsfpCrlQW_wHru5r-tLSr0Hdp7uSFXz69XCrA,"Been using it everyday with some annoyances like having to open and close it because it needs to scan 24/7. Went to listen some music and now my tracks and playlists are empty with the message: ""No media files found, blah blah."" I really wanted to just listen to my music today.",1,1,3.5.4,,,most_relevant,org.videolan.vlc
85a6b013-68bd-4c58-a7c5-7c30c92dc439,Kim Ferguson,https://play-lh.googleusercontent.com/a-/ALV-UjX4Mh6GUqCGgIsQ8LCdr5saV8SnfxUs32DbG6CtA385azvZngI,"Does not work at all. updated and uninstalled at still won't work on my chromebook. Also having problems on my galaxy samsung 3 phone. Works when it wants to. What happened to the smooth, trouble free vlc? i need some real answers. I'm not gonna keep an app if it's broken. Please fix back before all the updates. I think that's what is messing everything up. This was my favorite app to use daily and now i can't even us it.",1,70,3.5.4,,,most_relevant,org.videolan.vlc
d9e3acaf-e7fa-4c00-93af-51e1080dc1bb,BigDouja Fresh,https://play-lh.googleusercontent.com/a-/ALV-UjW_IOk-FEO5rQMhgfRKAHHb4ItKVAZBAZ7yQtV7Qa7o3xTKv_Rl,"I hate to give this app 1 star because it used to be wonderful, but it has become unusable. Whenever I open the application, it just closes and exits on its own after a couple of seconds of being open.  I don't click anything.  Just open it, and then it closes on its own.  My android phone then gave me a message stating that the app closed because of a bug and to wait for a developer fix. I sent VLC support an email. So I'll see if they answer back with a relevant answer.",1,31,3.5.4,,,most_relevant,org.videolan.vlc
